x,y,label,class_name,pred,pred_class,correct
1.433696,-0.108787,2,Sand,2,Sand,1
-1.259405,12.042518,1,Bedrock,1,Bedrock,1
-0.295143,10.349723,1,Bedrock,1,Bedrock,1
2.991664,8.696907,2,Sand,2,Sand,1
4.404448,-14.721992,2,Sand,1,Bedrock,0
9.473673,-12.149225,2,Sand,2,Sand,1
4.018419,-13.804017,1,Bedrock,1,Bedrock,1
-3.422436,-12.370894,1,Bedrock,1,Bedrock,1
6.554247,9.573904,2,Sand,2,Sand,1
-0.776480,-19.138470,2,Sand,2,Sand,1
10.132725,-13.572867,2,Sand,2,Sand,1
3.887480,4.422422,2,Sand,2,Sand,1
1.640129,-4.276844,2,Sand,2,Sand,1
-11.196887,9.249472,1,Bedrock,1,Bedrock,1
2.547957,3.535902,2,Sand,2,Sand,1
-6.250926,9.674193,1,Bedrock,1,Bedrock,1
4.183464,-11.018095,1,Bedrock,1,Bedrock,1
-5.791386,15.487116,1,Bedrock,1,Bedrock,1
12.780728,-2.257997,1,Bedrock,1,Bedrock,1
-2.488775,15.485151,1,Bedrock,1,Bedrock,1
-7.430044,12.371634,1,Bedrock,1,Bedrock,1
2.707666,-19.238941,1,Bedrock,0,Soil,0
-4.443879,13.531233,1,Bedrock,1,Bedrock,1
11.435871,-3.453672,1,Bedrock,1,Bedrock,1
-1.251591,5.871851,1,Bedrock,1,Bedrock,1
-1.707395,5.039390,1,Bedrock,1,Bedrock,1
-4.940197,10.734279,1,Bedrock,1,Bedrock,1
-2.053649,3.945386,1,Bedrock,1,Bedrock,1
-4.533360,12.266608,1,Bedrock,1,Bedrock,1
11.931373,-1.547958,1,Bedrock,1,Bedrock,1
0.811547,5.924267,1,Bedrock,1,Bedrock,1
-4.890765,11.813718,2,Sand,1,Bedrock,0
1.721174,-19.311146,1,Bedrock,1,Bedrock,1
-0.314963,-4.157884,1,Bedrock,1,Bedrock,1
11.360948,-11.977614,1,Bedrock,1,Bedrock,1
12.182306,-15.561360,1,Bedrock,1,Bedrock,1
-3.920102,11.713151,1,Bedrock,1,Bedrock,1
-5.195200,-14.592416,1,Bedrock,1,Bedrock,1
10.943680,-2.443642,1,Bedrock,1,Bedrock,1
-2.211276,12.522188,1,Bedrock,1,Bedrock,1
10.391008,-11.735170,2,Sand,2,Sand,1
1.967743,5.533023,2,Sand,2,Sand,1
5.273670,9.702153,2,Sand,2,Sand,1
12.881409,-13.201257,1,Bedrock,1,Bedrock,1
4.724224,7.471406,2,Sand,2,Sand,1
10.558078,-14.231122,2,Sand,2,Sand,1
2.309346,4.631155,2,Sand,2,Sand,1
3.053018,-18.868845,2,Sand,2,Sand,1
1.699856,-6.270682,2,Sand,2,Sand,1
2.202126,0.636148,2,Sand,2,Sand,1
8.682241,-11.923581,2,Sand,2,Sand,1
13.088580,-1.285774,2,Sand,2,Sand,1
5.578053,4.344399,2,Sand,2,Sand,1
3.766958,6.120190,2,Sand,2,Sand,1
8.717836,-10.067957,2,Sand,2,Sand,1
5.567771,8.445055,2,Sand,2,Sand,1
4.249213,6.792918,2,Sand,2,Sand,1
4.588964,8.507049,2,Sand,2,Sand,1
3.109237,-1.224054,2,Sand,2,Sand,1
11.260776,-10.788180,1,Bedrock,1,Bedrock,1
1.356352,9.000826,1,Bedrock,1,Bedrock,1
11.516521,-17.226160,1,Bedrock,1,Bedrock,1
1.013554,9.978027,1,Bedrock,1,Bedrock,1
3.034485,-10.245739,1,Bedrock,1,Bedrock,1
9.219784,-11.555140,2,Sand,2,Sand,1
6.831329,7.456949,2,Sand,2,Sand,1
7.426969,-9.116261,2,Sand,2,Sand,1
4.387774,-8.677545,2,Sand,2,Sand,1
7.107388,7.808927,2,Sand,2,Sand,1
5.627806,4.975478,2,Sand,2,Sand,1
13.735799,-1.050960,2,Sand,2,Sand,1
6.194484,7.721361,2,Sand,2,Sand,1
-4.650963,-13.960058,2,Sand,1,Bedrock,0
9.303133,-10.427508,2,Sand,2,Sand,1
3.685215,9.166925,2,Sand,2,Sand,1
3.527735,7.666143,2,Sand,2,Sand,1
2.571265,12.254435,2,Sand,2,Sand,1
4.369951,7.978123,2,Sand,2,Sand,1
1.282942,-18.291483,2,Sand,2,Sand,1
1.488688,0.622886,2,Sand,2,Sand,1
12.382919,-17.388145,1,Bedrock,1,Bedrock,1
-4.251848,16.646944,1,Bedrock,1,Bedrock,1
-7.229011,15.099489,1,Bedrock,1,Bedrock,1
-1.269901,-16.533686,1,Bedrock,0,Soil,0
-7.900636,14.365689,1,Bedrock,1,Bedrock,1
4.727017,-11.005512,1,Bedrock,1,Bedrock,1
12.472797,-11.587470,1,Bedrock,1,Bedrock,1
-5.028212,16.211336,1,Bedrock,1,Bedrock,1
12.009175,-17.863756,1,Bedrock,1,Bedrock,1
3.226916,-10.467301,1,Bedrock,1,Bedrock,1
-11.934044,15.265035,1,Bedrock,1,Bedrock,1
-6.037800,15.363462,1,Bedrock,1,Bedrock,1
-2.353930,16.558504,1,Bedrock,1,Bedrock,1
-7.034054,15.530638,1,Bedrock,1,Bedrock,1
-10.187325,12.601542,1,Bedrock,1,Bedrock,1
3.309488,-14.288122,1,Bedrock,1,Bedrock,1
-9.985612,4.285674,0,Soil,0,Soil,1
13.751362,-17.284519,0,Soil,0,Soil,1
-0.209344,-7.698787,0,Soil,0,Soil,1
-14.033126,10.854502,0,Soil,0,Soil,1
-10.536059,0.047052,0,Soil,0,Soil,1
-15.802012,9.470070,0,Soil,0,Soil,1
1.380246,-15.762806,0,Soil,0,Soil,1
-10.150802,4.372603,0,Soil,0,Soil,1
-1.491375,-8.574949,0,Soil,0,Soil,1
13.912586,-16.532137,1,Bedrock,0,Soil,0
-14.881948,10.520658,0,Soil,0,Soil,1
2.521400,-14.614891,0,Soil,0,Soil,1
-2.341454,-9.718592,0,Soil,0,Soil,1
-13.363186,11.636925,0,Soil,0,Soil,1
-12.593526,1.639838,0,Soil,0,Soil,1
0.545961,-12.329826,0,Soil,0,Soil,1
-13.593060,10.300508,0,Soil,0,Soil,1
-1.431083,-18.054604,0,Soil,0,Soil,1
-13.864841,1.259320,0,Soil,0,Soil,1
14.229283,-17.366980,0,Soil,0,Soil,1
-11.758050,7.566502,0,Soil,0,Soil,1
-4.010523,-10.269930,0,Soil,0,Soil,1
-9.109369,13.702174,1,Bedrock,1,Bedrock,1
-3.493773,-15.647848,1,Bedrock,0,Soil,0
1.145309,-16.859028,0,Soil,0,Soil,1
13.274757,-11.513875,0,Soil,0,Soil,1
-5.526981,16.844774,1,Bedrock,1,Bedrock,1
2.094201,-10.176252,0,Soil,0,Soil,1
-4.140387,-10.097444,0,Soil,0,Soil,1
-3.088277,16.559450,1,Bedrock,1,Bedrock,1
15.053084,-3.238092,0,Soil,0,Soil,1
-12.150824,14.060367,1,Bedrock,0,Soil,0
-15.550061,12.057641,1,Bedrock,0,Soil,0
11.664271,-11.603623,0,Soil,1,Bedrock,0
-9.904689,14.936116,1,Bedrock,1,Bedrock,1
-10.619328,12.711804,1,Bedrock,1,Bedrock,1
-1.262260,-17.432440,0,Soil,0,Soil,1
4.277996,2.237801,2,Sand,2,Sand,1
3.561661,-14.858626,2,Sand,1,Bedrock,0
3.365613,-6.397874,2,Sand,2,Sand,1
-9.495847,15.982558,2,Sand,1,Bedrock,0
4.475824,2.070970,2,Sand,2,Sand,1
13.567298,-11.350812,0,Soil,1,Bedrock,0
-11.493612,-2.298958,0,Soil,0,Soil,1
14.794759,-16.772905,0,Soil,0,Soil,1
-18.404667,6.696361,0,Soil,0,Soil,1
-17.852798,6.472021,0,Soil,0,Soil,1
-11.098197,-2.188517,0,Soil,0,Soil,1
14.443913,-3.742445,0,Soil,0,Soil,1
-17.357244,7.271117,0,Soil,0,Soil,1
0.080803,-7.771307,0,Soil,0,Soil,1
