x,y,label,class_name,pred,pred_class,correct
11.720856,-16.709341,0,Soil,0,Soil,1
0.156916,19.549232,0,Soil,0,Soil,1
-0.675523,-16.214823,0,Soil,0,Soil,1
4.450664,16.984791,0,Soil,0,Soil,1
6.667144,-8.193125,0,Soil,0,Soil,1
3.685275,6.417107,0,Soil,0,Soil,1
-7.106154,-8.942103,0,Soil,0,Soil,1
5.438583,17.186775,0,Soil,0,Soil,1
7.605101,15.612198,0,Soil,0,Soil,1
2.935861,17.400965,0,Soil,0,Soil,1
3.671708,17.817331,0,Soil,0,Soil,1
8.224198,15.224988,0,Soil,0,Soil,1
-0.891485,-15.846555,0,Soil,0,Soil,1
5.296296,18.951862,0,Soil,0,Soil,1
3.112242,8.929425,0,Soil,0,Soil,1
-8.657908,-6.402421,0,Soil,0,Soil,1
5.599915,19.927645,0,Soil,0,Soil,1
6.099625,-7.214962,0,Soil,0,Soil,1
10.641222,-21.653002,2,Sand,2,Sand,1
6.564167,20.462795,2,Sand,2,Sand,1
0.595237,2.279377,2,Sand,2,Sand,1
1.144735,0.841886,2,Sand,2,Sand,1
-5.906118,-10.398488,2,Sand,2,Sand,1
5.562851,-6.187281,2,Sand,2,Sand,1
6.818703,21.298687,2,Sand,2,Sand,1
-8.598658,-8.678416,0,Soil,0,Soil,1
-1.764251,-18.691328,0,Soil,0,Soil,1
0.421858,-8.558496,0,Soil,0,Soil,1
1.175930,12.227533,0,Soil,0,Soil,1
7.599370,-7.354473,0,Soil,0,Soil,1
-4.501140,10.520310,1,Bedrock,1,Bedrock,1
1.624664,-0.974161,2,Sand,2,Sand,1
-3.118870,7.816748,1,Bedrock,1,Bedrock,1
-3.546886,9.126040,1,Bedrock,1,Bedrock,1
-5.930759,-7.323627,1,Bedrock,1,Bedrock,1
-3.323230,15.884824,1,Bedrock,1,Bedrock,1
-0.932244,-14.604042,1,Bedrock,2,Sand,0
0.293410,-13.517778,2,Sand,2,Sand,1
1.918750,-3.524507,2,Sand,2,Sand,1
1.120523,17.337807,0,Soil,0,Soil,1
-1.041948,7.834640,0,Soil,0,Soil,1
-7.058475,-8.348777,0,Soil,0,Soil,1
1.711213,17.131571,0,Soil,0,Soil,1
4.146574,-7.721593,1,Bedrock,1,Bedrock,1
-5.955707,14.849382,1,Bedrock,1,Bedrock,1
-2.602885,13.560276,1,Bedrock,1,Bedrock,1
0.122781,6.391491,1,Bedrock,1,Bedrock,1
-7.639660,5.961739,2,Sand,2,Sand,1
-7.698552,-7.393149,1,Bedrock,1,Bedrock,1
-2.204392,13.449316,1,Bedrock,1,Bedrock,1
-9.483701,8.356775,2,Sand,1,Bedrock,0
-3.985120,2.785101,1,Bedrock,1,Bedrock,1
0.720321,-0.551502,2,Sand,2,Sand,1
-3.431509,-2.432218,1,Bedrock,1,Bedrock,1
-7.316392,6.629028,1,Bedrock,2,Sand,0
-9.546490,-7.868426,2,Sand,2,Sand,1
-7.461417,7.004479,1,Bedrock,2,Sand,0
-2.075150,14.283405,2,Sand,1,Bedrock,0
-1.221583,-17.989439,2,Sand,1,Bedrock,0
-5.662455,12.361449,1,Bedrock,1,Bedrock,1
-2.176854,5.927001,1,Bedrock,1,Bedrock,1
-5.184711,10.655157,1,Bedrock,1,Bedrock,1
-6.493572,-6.235316,1,Bedrock,1,Bedrock,1
-2.090787,22.464682,1,Bedrock,0,Soil,0
-4.923607,17.763948,1,Bedrock,1,Bedrock,1
-5.554490,18.262119,1,Bedrock,1,Bedrock,1
5.084806,-20.254627,2,Sand,2,Sand,1
-8.842385,5.293396,2,Sand,2,Sand,1
10.009990,-15.878631,2,Sand,2,Sand,1
-8.130453,-3.248574,2,Sand,2,Sand,1
7.467633,-10.613682,2,Sand,2,Sand,1
7.854809,19.880558,2,Sand,2,Sand,1
-12.739855,11.389621,2,Sand,1,Bedrock,0
-5.557189,4.620446,1,Bedrock,1,Bedrock,1
-6.984925,5.276336,1,Bedrock,2,Sand,0
-8.984855,6.595960,2,Sand,2,Sand,1
3.101591,-15.788028,2,Sand,1,Bedrock,0
5.328983,-20.968052,2,Sand,2,Sand,1
3.242987,-12.451552,1,Bedrock,1,Bedrock,1
4.808689,-11.765192,1,Bedrock,1,Bedrock,1
6.964727,19.983887,2,Sand,2,Sand,1
-0.969173,-19.990786,2,Sand,2,Sand,1
9.610444,-21.604635,2,Sand,2,Sand,1
-1.713686,1.015530,2,Sand,2,Sand,1
1.972335,-1.737154,2,Sand,2,Sand,1
-1.145576,15.924951,1,Bedrock,1,Bedrock,1
-0.336004,-0.312517,2,Sand,2,Sand,1
-2.227882,15.849977,1,Bedrock,1,Bedrock,1
3.287822,-8.368766,1,Bedrock,1,Bedrock,1
-6.621960,18.749226,1,Bedrock,1,Bedrock,1
-8.643081,-7.662600,1,Bedrock,1,Bedrock,1
-5.438696,9.535936,1,Bedrock,1,Bedrock,1
-4.560887,13.979458,1,Bedrock,1,Bedrock,1
-1.426284,-16.432373,1,Bedrock,2,Sand,0
-6.692132,12.499557,1,Bedrock,1,Bedrock,1
-6.661700,-4.166779,1,Bedrock,1,Bedrock,1
-6.189284,3.004635,1,Bedrock,1,Bedrock,1
-4.969993,6.166975,1,Bedrock,1,Bedrock,1
-5.515095,13.655519,1,Bedrock,1,Bedrock,1
-7.860617,11.702224,1,Bedrock,1,Bedrock,1
-6.941076,13.078941,1,Bedrock,1,Bedrock,1
-6.333970,-3.746990,1,Bedrock,1,Bedrock,1
-6.138608,3.606595,1,Bedrock,1,Bedrock,1
-6.559942,13.439887,2,Sand,1,Bedrock,0
-0.890100,-18.623936,1,Bedrock,1,Bedrock,1
1.687433,-5.924214,1,Bedrock,1,Bedrock,1
5.329767,-18.572392,1,Bedrock,1,Bedrock,1
10.288717,-20.314274,1,Bedrock,1,Bedrock,1
-7.177261,13.444873,1,Bedrock,1,Bedrock,1
-4.520032,-20.499388,1,Bedrock,1,Bedrock,1
-6.475912,-5.091496,1,Bedrock,1,Bedrock,1
-4.796823,6.731137,1,Bedrock,1,Bedrock,1
6.434750,-20.305326,2,Sand,2,Sand,1
-7.849220,-1.067137,2,Sand,2,Sand,1
-11.406139,9.420048,2,Sand,2,Sand,1
6.161120,-21.999422,1,Bedrock,2,Sand,0
-11.539356,6.868607,2,Sand,2,Sand,1
10.520929,-21.976103,2,Sand,2,Sand,1
-5.074581,5.379169,2,Sand,2,Sand,1
-1.483917,-14.994959,2,Sand,2,Sand,1
4.175347,-6.190795,2,Sand,2,Sand,1
-12.299469,10.158453,2,Sand,2,Sand,1
8.138584,-21.681568,2,Sand,2,Sand,1
-7.186957,-2.125107,2,Sand,2,Sand,1
-7.622494,-1.488993,2,Sand,2,Sand,1
-10.394406,4.193159,2,Sand,2,Sand,1
4.675016,-18.833635,2,Sand,2,Sand,1
-12.682901,9.237198,2,Sand,2,Sand,1
-10.469995,5.197707,2,Sand,2,Sand,1
-12.186796,8.650885,2,Sand,2,Sand,1
-3.908917,-2.554291,2,Sand,1,Bedrock,0
5.537432,-17.959743,1,Bedrock,1,Bedrock,1
-9.742918,8.928349,1,Bedrock,1,Bedrock,1
-4.124060,2.823712,1,Bedrock,1,Bedrock,1
-10.344118,8.696227,1,Bedrock,1,Bedrock,1
2.080420,-6.187723,1,Bedrock,1,Bedrock,1
6.054751,-17.083933,2,Sand,2,Sand,1
8.831963,21.007063,2,Sand,2,Sand,1
9.780099,-15.596048,2,Sand,2,Sand,1
1.093833,-1.711623,2,Sand,2,Sand,1
8.447330,20.709929,2,Sand,2,Sand,1
-11.121822,4.419897,2,Sand,2,Sand,1
-10.188170,-7.974323,2,Sand,2,Sand,1
8.225819,20.324797,2,Sand,2,Sand,1
-13.811703,11.339691,2,Sand,1,Bedrock,0
4.066912,-16.090765,2,Sand,2,Sand,1
-11.258320,7.921046,2,Sand,2,Sand,1
-12.984193,7.514918,2,Sand,2,Sand,1
-10.592003,6.718817,2,Sand,2,Sand,1
-12.154542,7.812115,2,Sand,2,Sand,1
0.240401,-17.151159,2,Sand,2,Sand,1
-12.709635,10.731977,2,Sand,2,Sand,1
13.020288,-18.760139,1,Bedrock,1,Bedrock,1
-7.662004,17.916485,1,Bedrock,1,Bedrock,1
-6.101009,20.755796,1,Bedrock,1,Bedrock,1
-2.702712,-18.018995,1,Bedrock,1,Bedrock,1
-5.944798,21.599827,1,Bedrock,1,Bedrock,1
8.363908,-11.210307,1,Bedrock,1,Bedrock,1
8.021955,-19.322912,1,Bedrock,1,Bedrock,1
-7.670489,18.316477,1,Bedrock,1,Bedrock,1
11.653319,-18.800619,1,Bedrock,1,Bedrock,1
2.643470,-7.808247,1,Bedrock,1,Bedrock,1
-5.462690,19.876738,1,Bedrock,1,Bedrock,1
-7.136682,16.630245,1,Bedrock,1,Bedrock,1
-4.978096,7.557088,1,Bedrock,1,Bedrock,1
-6.294384,19.850843,1,Bedrock,1,Bedrock,1
-3.335711,21.688408,1,Bedrock,1,Bedrock,1
1.492883,-14.908050,1,Bedrock,1,Bedrock,1
6.242418,10.800197,0,Soil,0,Soil,1
12.553443,-20.406298,0,Soil,0,Soil,1
7.589031,-6.065349,0,Soil,0,Soil,1
2.377004,18.578123,0,Soil,0,Soil,1
2.513787,8.455351,0,Soil,0,Soil,1
-1.658760,21.171049,0,Soil,0,Soil,1
0.925656,-13.982157,0,Soil,0,Soil,1
5.861156,10.520101,0,Soil,0,Soil,1
7.059287,-9.071649,0,Soil,0,Soil,1
11.167953,-20.028934,1,Bedrock,0,Soil,0
0.593433,21.113861,0,Soil,0,Soil,1
2.431417,-14.946897,0,Soil,0,Soil,1
9.019176,-9.392915,0,Soil,0,Soil,1
-1.410017,19.233561,0,Soil,0,Soil,1
2.567869,10.509187,0,Soil,0,Soil,1
1.651514,-13.186226,0,Soil,0,Soil,1
0.124289,22.407261,0,Soil,0,Soil,1
-2.266429,-19.018644,0,Soil,0,Soil,1
1.789450,10.048710,0,Soil,0,Soil,1
12.061562,-20.313387,0,Soil,0,Soil,1
4.938423,21.425005,0,Soil,2,Sand,0
5.790188,-9.661952,0,Soil,0,Soil,1
-0.885921,21.626045,1,Bedrock,0,Soil,0
-3.640689,-20.318211,1,Bedrock,0,Soil,0
1.464703,-15.875332,0,Soil,2,Sand,0
8.617010,-18.979252,0,Soil,0,Soil,1
-7.935960,15.579809,1,Bedrock,1,Bedrock,1
1.859798,-9.751681,0,Soil,0,Soil,1
5.545198,-10.876092,0,Soil,0,Soil,1
-9.023485,14.548412,1,Bedrock,1,Bedrock,1
-9.840590,-8.918089,0,Soil,0,Soil,1
-2.044406,19.699593,1,Bedrock,0,Soil,0
-2.450337,21.583965,1,Bedrock,0,Soil,0
5.920036,-19.827990,0,Soil,1,Bedrock,0
-3.606426,18.137234,1,Bedrock,0,Soil,0
-4.616936,20.817322,1,Bedrock,1,Bedrock,1
-1.674625,-19.537670,0,Soil,0,Soil,1
-0.726356,2.450507,2,Sand,2,Sand,1
2.844570,-13.742110,2,Sand,2,Sand,1
8.363477,-10.083398,2,Sand,2,Sand,1
-4.746129,16.235409,2,Sand,0,Soil,0
-0.618820,2.192996,2,Sand,2,Sand,1
6.923603,-18.950895,0,Soil,1,Bedrock,0
5.665682,9.368368,0,Soil,0,Soil,1
12.943698,-20.529127,0,Soil,0,Soil,1
4.248357,20.192574,0,Soil,0,Soil,1
4.101098,21.001951,0,Soil,0,Soil,1
4.014734,6.758926,0,Soil,0,Soil,1
-10.183449,-9.213993,0,Soil,0,Soil,1
3.796929,21.495001,0,Soil,0,Soil,1
7.928195,-5.993468,0,Soil,0,Soil,1
